WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC FORM	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANSLATION SYNONYM1	TRANSLATION SYNONYM2	TRANSLATION SYNONYM3	TRANSLATION SYNONYM4	TRANSLATION SYNONIM 5	TRANSLATION SYNONIM 6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
bucear			1a	V		1			buokčat		V	IV							bucear en el lago	buokčat jávrris												
buey 	M			N		1			vuoksá		N		s: burru																			
búho	M			N		1	Oppalaš/General		idjaloddi		N		s: skuolfi																			
búho real	M			NLc		2		bubo bubo	bumbbastat		N		s: lidnu																			
buque 	M			N		1			fanas		N																					
buque de vela	M			NLc		2			borjjasfanas		N																					
buque de guerra	M			NLc		3			soahteskiipa		N		s: soahtefanas																			
burlar			1a	V		1			garvit		V	TV, + a	s: vealtat						El alcalde burló a los periodistas.	Sátnejođiheaddji garvvii journalisttaid.	A veces, los jueces burlan a la justicia.	Muhtumin duopmárat garvet riektelágádusa.										
burlarse			1a	V	burlar	2			bilkidit		V	Prnl, UseTV, + de							No te burles de mí	Ále bilkit mu.												
burro	M,F			N		1		equus africanus asinus	easel		N		v: ásel																			
buscar			1a	V		1			ohcat		V	TV																				
caballero	M,F			N, A		1			heastariidejeaddji		N																					
caballero	M			N		1			hearrá		N		s: hearrás almmái																			
caballero	M			N		2			buorremenolaš almmái		NLc																					
caballero	M			N		3	Buorremenolašvuođa sátni/Uso cortés		hearrá		N								Caballero, siéntese aquí por favor.	Hearrá, lea ge nu buorre ja čohkket dása.												
caballero andante	M			NLc		4			(riidejeaddji) fearánasti		N		s: vásiheaddji						Don Quijote quiso ser un caballero andante.	Don Quijote háliidii šaddat fearánastin.												
caballo	M			N		1		equus caballus	heasta		N		s: heabuš	s: riidenheasta	s: riidenheabuš				montar a caballo	riidet heastta												
caballo de fuerza	M	s: caballo de vapor		NLc		2	Teknologiija/Tecnología		heasttafápmu		N																					
cabaña 	F			N		1			barta 		N																					
cabaña de ganado	F			NLc		1			šibihat		N	Span: Collc, Saam: Pl																				
cabello	M	s: pelo		N		1	Konkreahtta/Concreto		vuokta		N																					
cabello	M			N		2			vuovttat		N	Span: Collc, Saam: Pl							El cabello de mi hijo es rubio.	Mu bártni vuovttat leat čuovgadat.												
caber   			2m	V		1			čáhkat		V	IV							Este libro no cabe en el estante.	Dát girji ii čága (h)ildui.												
caber   			2m	V		2			leat vejolaš		VLc	UseTV, Imp, 3per, + Inf							Cabe pensar que vendrá mañana.	Lea vejolaš doaivut ahte son boahtá ihttin.												
cabeza	F			N		1			oaivi 		N																					
cabeza del alfiler	F			NLc		2	Figuratiiva/Figurado		nállo-oaivi		N																					
cabeza de chorlito	F			NLc		3			biegga-oaivi		N																					
cabeza de familia	M			NLc		4	Figuratiiva/Figurado, Dievdo-olmmoš		isit		N																					
cabeza de familia	M			NLc		5	Figuratiiva/Figurado, Nisu		njunoš nisu		NLc																					
cabeza de carrera	F			NLc		6	Figuratiiva/Figurado		njunuš		N																					
cabeza abajo				AdvLc		7	Figuratiiva/Figurado		vulosoivviid		Adv																					
en cabeza		s: a la cabeza		AdvLc		8	Figuratiiva/Figurado		njunnožii		Adv		s: ovddemussii						ir en cabeza	vuolgit njunnožii	ir en cabeza	vuolgit ovddemussii										
cable	M			N		1			kábel		N		s: jođas																			
cabo	M			N		1			geahči		N								el cabo de un cable	kábela geahči	el cabo de un cable	johtosa geahči										
al cabo de				AdvLc		2	Áigi/Tiempo		maŋŋá		Adv, Po								al cabo de unos meses	moadde mánu maŋŋá	al cabo de poco tiempo	bottu maŋŋá										
al fin y al cabo				AdvLc		3			eandalii		Adv								Al fin y al cabo tenemos que hacerlo.	Eandalii mii fertet dán dahkat.												
cabo	M			N		4	Eanadieđa/Geografía		njárga		N								Cabo de Kola	Guoládatnjárga												
cabo	M			N		5	Militeara/Militar		korporála		N																					
cabo	M			N		6	Fatnasis		báddi		N		s: oarra																			
cabo	M			N		7	Guhkes dávvirat		bihttá		N		s: oassi	s: gáhppálat					el cabo de una vela	ginttalbihttá												
cabra	F			N		1		capra hircus	gáica		N																					
cacerola	F			N		1			kástarolla		N																					
cacerolada	F			N		1			miellačájeheapmi, mas derpet ja šlápmet kástarollaiguin		Pfs																					
cacerolazo	M			N		1			kástarolladearpan		N																					
cachalote	M			N		1		physeter macrocephalus	šlubboaifális		N																					
cacharro	M			N		1	Gievkkan		lihtti		N																					
cacharro	M			N		2	Negatiivvalaš mearkkašumiin/Con significado negativo		ráhtu		N								Ese coche es un cacharro.	Diet biila lea ráhtu.												
cacharro	M			N		3	Fanas		šlihtá		N		s: šlámbor	s: boares dávvir, mii lea gollan ii ge šat doaimma	s: boares ráhkkanus, mii lea gollan ii ge šat doaimma																	
cachorro	M,F			N		1	Oppalaš/General		čivga		N								cachorro de oso	guovžža čivga												
cachorro	M,F			N		2	Beana		vielppis		N		s: gucco																			
cacique	M,F			N		1			indiánárhoavda		N	Saam: Dievdo-olmmoš	s: indiánárisit																			
cacique	M,F			N		2	Figuratiiva/Figurado		olmmoš, gii vuoruha iežas fulkkiid dahjege iežas ustibiid, omd. virgái bidjamis (son čájeha bealálašvuođa)		Pfs																					
cada	M/F			Pron, A		1			juohke		A								Cada hombre va en un caballo.	Juohke olmmoš riide heasttain.												
cada dos días				AdvLc		2	Áigi/Tiempo		juohke nuppi beaivvi		AdvLc																					
cada tres metros				AdvLc		3	Báiki/Lugar		juohke goalmmát mehtera		AdvLc																					
cada vez que				AdvLc		4			juohke gearddi go		AdvLc								Cada vez que vienes me alegro.	Juohke gearddi, go (don) boađát, de mun illosan.												
cada vez más				AdvLc		5			eanet		Adv		s: sakkabut						Nieva cada vez más.	Muohttá eanet.	Nieva cada vez más.	Muohttá sakkabut.										
cada vez más				AdvLc		6			eanet		A								Haces cada vez más cosas.	Don barggat eanet doaimmaid.												
cada vez más				AdvLc		7			lassánit		V	IV							Cada vez hay más paro.	Barguhisvuohta lassána.	Cada vez hay más nieve.	Muohta lassána.										
cadáver 	M	s: muerto		N		1			liika		N		s: jábmi	s: rumaš																		
caer			2o	V		1			gahččat		V	IV							Las hojas caen.	Lasttat gahččet.	caer al suelo	gahččat eatnamii	caer de espaldas	selggosii gahččat	caer de frente	njoaskot gahččat						
estar a punto de caer			1p	VLc		2			leat (measta) gahččamin		VLc	IV																				
caer			2o	V		3	Figuratiiva/Figurado		njiedjat		V	IV							Los precios cayeron un tres por ciento.	Hattit njidje golmmain proseanttain.												
caerse			2o	V	caer	4			gahčadit		V	Prnl, IV	s: gahččat						En los terremotos, los libros se caen de los estantes.	Eana(n)doarggástusain girjjit gahčadit (h)ildduin.	Esa pared se está cayendo.	Dát seaidni lea gahččamin.	Con el viento se han caído muchos árboles.	Bieggan leat olu muorat gahččan.	No me caeré.	In boađe gahččat.						
café	M			N		1			gáffe		N		v: káffe																			
caja	F			N		1			kássa		N		v: gássa	s: lođá																		
caja de ahorros	F			NLc		2			seastinbáŋku		N																					
caja fuerte	F			NLc		3			kássaskáhppa		N																					
cajón 	M			N		1			skuffa		N		s: leađbma																			
cajón de sastre	M			NLc		2	Figuratiiva/Figurado		moivvas		A								Esa ley es un cajón de sastre.	Dát láhka lea moivvas.												
ser de cajón			2w	VLc		3			leat čielggas		VLc	IV							Mis conclusiones son de cajón.	Mu loahppasmiehttamušat leat čielgasat.												
calamar	M			N		1		loligo vulgaris	áhkárguolli		N		s: bleahkkaguolli																			
calavera	F			N		1			oaiveskálžu		N																					
calcetín	M			N		1			oanehis suohkku		NLc																					
calcular			1a	V		1			rehkenastit		V	TV	s: rehkenuššat	s: lohkat					calcular una raíz cuadrada	rehkenuššat njealjahasruohttasa												
cálculo	M			N		1			kalkyla		N		s: luoitu																			
calentar			1k	V		1			ligget		V	TV, IV							El sol calienta hoy.	Beaivi ligge otne.												
calentar			1k	V		2	Figuratiiva/Figurado		ligget		V	TV							El orador calentó los ánimos.	Sárdne-almmái liggii sieluid.												
calentarse			1k	V	calentar	3			liekkadit		V	Prnl, ReflV	s: báhkadit						Nos calentamos alrededor de la chimenea.	Mii liekkadeimmet dollagáttis.												
calentarse			1k	V	calentar	4			liegganit		V	Prnl, ReflV							El motor se calienta.	Mohtovra lieggana.												
calidad 	F			N		1			kvalitehta		N																					
calidad 	F			N		2	Positiiva mearkkašumiin/Con significado positivo		buorrevuohta		N		s: burrodat																			
de calidad	M/F			ALc		3			buorre		A								Es un mueble de calidad.	Lea buorre stohpogálvu.												
caliente	M/F			A		1			báhkas		A		s: liekkas																			
callar 			1a	V		1			jaskkodahttit		V	TV							Callar a los niños es difícil.	Lea váttis jaskkodahttit mánáid.												
callar 			1a	V		2			jaska orrut		V	IV	s: jávohaga orrut	s: heaitit hállamis					Los niños deben callar.	Mánát fertejit jaska orrut.	Quien calla otorga.	Dat gii jávohaga orru, dat dohkkeha.										
callar 			1a	V		3	Figuratiiva/Figurado		váhččet		V	IV							El viento calló poco a poco.	Biegga veahážiid váhččii.												
callarse			1a	V	callar	4			jaska orrut		V	IV	s: jávohaga orrut	s: heaitit hállamis					¡Cállate!	Oro jaska!	Como no me escuchas me callo.	Heaittán hállamis, go don it guldal.										
calor	M			N		1			báhkas		N		s: liekkas																			
tener calor			2l	V		2			báhkkanit		V	TV	s: liegganit																			
calva	F			N		1			báljesoaivi		N																					
calva	F			N		2			vuovttahis oassi		N																					
calva	F			N		3	Figuratiiva/Figurado		šattohis eatnanoassi		NLc																					
calvo	M,F 			A		1			báljis		A		s: guorbbas																			
calvo	M,F 			A		2	Náhkki		guolggaheapmi		A		s: navválan						piel calva	guolggahis duollji	piel calva	navválan duollji										
calvo	M,F 			A		3	Eanan		šattoheapmi		A								tierra calva	šattohis eana(n)												
De aquí a cien años, todos calvos.				Lc		4			jápmima ektui leat buot olbmot dássálagaid		Pfs	Cealkka mii heive dillái, go buohkat leat dássálagaid; dat guoská čeavlás olbmuide: 																				
calvo 	M,F			N		1			báljesoaivi		N		s: olmmoš, gii lea vuovttaheapmi 	s: olmmoš, gii lea báljis																		
cama	F			N		1			seaŋga		N		s: oađđinsadji																			
camarero	M,F			N		1			beavdebálvaleaddji		N																					
camarero	M			N		2			beavdereaŋga		N		s: beavdebálvaleaddji reaŋga																			
camarera	F			N		3			beavdebiigá		N		s: beavdebálvaleaddji nieida																			
camarón	M			N		1		caridea	reahka		N								la pesca del camarón	reahkabivdu												
cambiar			1b	V		1			molsut		V	TV, UseNor: + por	s: lonuhit						cambiar las sábanas	molsut seaŋgagokčasiid	cambiar un coche por otro	molsut biilla nuppiin	cambiar un coche por otro	lonuhit biilla								
cambiar			1b	V		2			molsut		V	TV, UseNor: + de							cambiar de coche	molsut biillas												
cambiar			1b	V		3			molssastit		V	IV, Mom							cambiar rápidamente	molssastit												
cambiar			1b	V		4			rievdadit		V	TV							cambiar la marca del reno	rievdadit bohccomearkka	Han cambiado el horario.	Leat rievdadan áiggi.										
cambiar			1b	V		5	Ruhta		cuvket		V	TV, + por, + en, + a							cambiar euros por dólares	cuvket euros dollarii												
cambiar			1b	V		6	Báiki/Lugar, Áigi/Tiempo 		sirdit		V	TV, + a							Decidió cambiar el cuadro a otro lugar.	Son mearridii sirdit málagova nuppi sadjái.												
cambiar			1b	V		7	Gávppašeapmi/Comercio		lonuhit		V	TV, WObjPron 							Quiero cambiar esta cámara.	Áiggun lonuhit govvenrusttega.	Si le queda pequeño, se lo cambiamos.	Jus lea unni, de mii sáhttit lonuhit dan.	¿Me los puede cambiar?	Sáhtán go mun daid lonuhit?								
cambiar			1b	V		8			rievdat		V	IV							Los tiempos cambian.	Áiggit rivdet.												
cambiarse			1b	V	cambiar	9			lonuhit		V	Prnl, UseTV, UseAlso: + de	s: molsut						cambiarse de ropa	lonuhit biktasiid	Se cambió los zapatos a la entrada.	Son molssui skuovaid boađáldagas.										
cambiarse		s: mudarse	1b	V	cambiar	10			sirdit		V	Prnl, IV, + a							Se cambió a una casa mayor.	Son sirddii stuorát vissui.												
cambio	M			N		1			nuppástus		N		s: rievdadus	s: rievdan					cambio de época	áigerievdan												
cambio	M			N		2			lonuheapmi		N			s: molsun					cambio de tren	togamolsun												
cambio	M			N		3	Ruhta		smávvaruđat		N		s: šlánttet						No tengo cambio.	Mus eai leat smávvaruđat.												
cambio	M			N		4	Sajis sadjái		sirdin		N								Se adaptó bien al cambio de ciudad.	Dat heivii bures gávpoga sirdima ektui.												
camemoro	M	s: frambuesa amarilla		N		1		rubus chamaemorus	luomi		N																					
caminante	M/F			N		1			vádjoleaddji		N		s: vánddardeaddji	s: johtti	s: vázzi																	
caminar			1a	V		1			vázzit		V	IV	s: váccašit	s: vádjolit	s: vánddardit																	
caminar			1a	V		2	Figuratiiva/Figurado		golgat		V	IV	s: golggadit						El río camina lentamente.	Johka golgá njozedit.	El río camina lentamente.	Johka golggada hiljážit.										
camino 	M			N		1			geaidnu		N		s: luodda																			
camino rural	M			NLc		2			máđidja		N		s: máđii																			
camino principal	M	s: camino real		NLc		3			váldogeaidnu		N																					
a medio camino				AdvLc		4			beallemátkkis		Adv																					
a medio camino		s: a mitad de camino		AdvLc		5	Figuratiiva/Figurado		belohahkii ja belohahkii		AdvLc								El murciélago está a medio camino entre el ratón y las aves.	Náhkkesoadji lea belohahkii sáhpán ja belohahkii girdi.												
a medio camino		s: a mitad de camino		AdvLc		6	Figuratiiva/Figurado		belohahkii		Adv								En desarrollo, ese país se ha quedado a medio camino.	Ovdaneami ektui riika lea bázahallan belohahkii.												
camionero	M,F			N		1			guorbmebiilavuoddji		N																					
campana	F			N		1			biellu		N								campana de iglesia	girkobiellu												
campana	F			N		2	Suovvabohcci		suovvagoavdi		N																					
toque de campanas	M			NLc		3			girkobielločuojaheapmi		N																					
campanada	F			N		1			juliheapmi		N		s: julkkiheapmi	s: čuodjan																		
campanada	F			N		2	Figuratiiva/Figurado		skandála		N		s: stuora ođas	s: hirpmahahtti ja givssálaš ođđasa almmustahttin					dar la campanada	dagahit skandála	dar la campanada	almmuhit hirpmahahtti ja givssálaš ođđasa										
campeonato	M			N		1			gilvu		N								campeonato europeo	Europagilvu												
campesino	M,F			A		1			dálolaš		A																					
campesino	M,F			N		1			dálon		N		s: eana(n)doalli	s: johkagátte-ássi	s: čáhcegát-olmmoš	s: dálolaš																
campo	M	s: monte		N		1			meahcci		N		s: duottar																			
campo (de cultivo)	M			N		2	Eanandoallu		gieddi		N		s: bealdu	s: dálonguovlu																		
casa de campo	F			NLc		3			meahccedállu		N		s: geassedállu	s: geassebarta	s: geassesai-dállu																	
campo	M			N		4	Figuratiiva/Figurado, Diehtu, Dutkan		gieddi		N		s: fáddá	s: fáddáguovlu	s: guovlu				campo semántico	semánttalaš gieddi	campo semántico	semánttalaš guovlu	¿En qué campo investigas?	Makkár fáttás dutkkat (don)?								
trabajo de campo	M			NLc		5	Figuratiiva/Figurado		gieddebargu		N																					
campo	M			N		6	Militeara/Militar		šillju		N								campo de batalla	doarrunšillju	campo de batalla	soahtanšillju										
campo	M	s: cancha		N		7	Valáštallan/Deporte		šillju		N		s: jalges muorahis báiki	s: bána					campo de fútbol	spábbačiekčanšillju												
cancha	F	s: campo		N		1			šillju		N		s: jalga	s: bána																		
tener cancha			2l	VLc		2	Argentina		leat hárjánan dihto áššái		Pfs	IV																				
canción	F			N		1			lávlla		N																					
canción	F			N		2	Árbevirolaš		luohti		N																					
cangrejo	M			N		1		brachyura, decapoda, hyas araneus	reabbá		N								cangrejo de mar	mearrareabbá	cangrejo de río	johkareabbá										
cansado	M,F			A		1			váiban		A		s: váibbas	s: šliettas					Vino a verme un hombre cansado.	Váiban olmmoš bođii deaivvadit muinna.												
estar cansado			1p	VLc		2			leat váiban		VLc	IV, + de							Está cansado de esperar.	Son lea váiban vuordit.												
ser cansado			2w	VLc		3			leat lossat		VLc	IV, + Inf							Por la noche es cansado subir a pie.	Ihkku lea lossat čuoččastit (julggiid ala).												
cansar			1a	V		1			váibadit		V	TV							El viaje me cansó.	Mátki váibadii mu.												
cansarse			1a	V	cansar	2			ahkáduššat		V	Prnl, IV	s: váibat						Me gusta atender al público, pero me canso mucho.	Mun liikon bálvalit olbmuid, muhto váibban sakka.												
cantante	M/F			N		1	Oppalaš/General		lávlu		N																					
cantante	M/F			N		2	Luohti		juoigi		N																					
cantar 			1a	V		1			lávlut		V	TV, IV	s: veaisidit																			
cantar 			1a	V		2	Loddi		civkit		V	TV, IV	s: vizardit																			
cantar 			1a	V		3	Figuratiiva/Figurado		rámidit		V	TV, UseAlso: + a							cantar a la naturaleza	rámidit luonddu												
cantar 			1a	V		4	Figuratiiva/Figurado, Politijii		dovddastit (áššis) 		V	TV, IV																				
cantidad	F			N		1			mearri		N	UseAlso: + de	s: hivvodat						cantidad de aceite	oljomearri												
cantidad	F			N		2	Nummar		lohku		N																					
cantidad	F			N		3	Dimenšuvdna		munni		N																					
cantidad	F			N		4	Árvodássi		muddu		N																					
canto 	M			N		1	Musihka-skuvlla fálaldat		juoiganfáddá		N								Estudia canto en el conservatorio.	Son lohká musihkka-oahpahaga juoiganfáttá.												
canto 	M			N		2			lávlla		N																					
canto 	M			N		3	Árbevirolaš		luohti		N																					
canto	M			N		1	Oppalaš/General		ravda		N																					
canto	M			N		2	Vuovdi		orda		N																					
canto	M			N		3	Guovlu		rádji		N																					
canto	M			N		1			geađgi		N																					
cantor	M,F			N, A		1	Oppalaš/General		lávlu		N																					
cantor	M,F			N, A		2	Luohti		juoigi		N																					
cantor	M,F			N, A		3	Loddi		vizardeaddji		N								pájaro cantor	vizardeaddji												
caña	F			N		1			rávra		N		v: rovra	s: goalšu	s: bohcci				caña de azúcar	sohkarrávra												
caña	F			N		2			stággu		N		s: stávrá						caña de pescar	oaggunstággu												
caña	F			N		3	Spania/España		vuol(l)agohppu 		N		s: vuol(l)agohppa																			
capa	F			N		1			geardi		N								capa de ozono	ozongeardi	capa vegetal	šaddogeardi										
capa	F			N		2	Bivttas		luhkka		N		s: oalgebivttas	s: guđju																		
capa	F			N		3	Heasttat		heastta šuvka		Pfs								caballo de capa blanca	vilgesheasta												
dar una capa (de pintura)			1r	VLc		4			málet oktii		VLc	TV																				
capelán	M			N		1		mallotus villosus	šakša		N		s: loddu																			
capital	M/F			A		1			hui dehálaš		ALc		s: deháleamos	s: váldo-	s: oaive-				El desempleo es un problema capital.	Bargguhisvuohta lea stuorra váldováttisvuohta.												
pena capital	F			NLc		2			jápminduopmu		N																					
capital	F			N		1			oaivegávpot		N																					
capital	M			N		1	Ekonomiija/Economía		kapitála		N		s: ruhtamearri	s: ruhtahivvodat																		
cara	F	s: rostro		N		1	Olles		ámadadju		N																					
cara	F			N		2	Bealli		muohtu		N								dar un golpe en la cara	čorbmadit muhtui												
cara a cara				AdvLc		3			njunnálagaid		Adv																					
tener (mucha) cara			2l	VLc		4	Beaivválaš giella/Uso coloquial		láhttet gutneheamet, leat gutneheapmin		Pfs	IV																				
caracterizado	M,F			A		1			mihtilmas		A		s: karakteriseren						México es un país caracterizado por fuertes contrastes.	Mexico lea dakkár riika, mas leat mihtilmas stuorra kontrásttat.												
caracterizado	M,F			A		2			vuoidan ja gárvodan		ALc								En la película, el actor iba caracterizado como un anciano.	Ealligovas lei neavttár vuoidan ja gárvodan boaresolbmo láhkásažžan.												
caracterizar			1f	A		1			karakteriseret		V	TV	s: gohčodit	s: earuhit					Le caracterizaban de sabio.	Su karakteriserejedje viissisin.	En la novela no se caracteriza suficientemente al personaje.	Noveallas ii earuhuvvo olbmo láhttenvuogi rolla doarvái.										
caracterizar			1f	A		2			vuoidat ja gárvvohit		VLc	TV							caracterizar a un actor	Vuoidat ja gárvvohit neavttára.												
caracterizarse			1f	A	caracterizar	3			leat erenoamaš		VLc	IV							Te caracterizas por tu buen humor.	Don leat erenoamaš iežat buriin movttain.												
caradura	M/F			N		1			gutnehis olmmoš		NLc																					
¡caramba!				Interj		1			vuoi skárba!		Interj		s: vuoi neavri!																			
¡caray! 				Interj		1			hiida!		Interj		s: skárba!	s: skuordna!																		
caricia	F			N		1			buorránaddan		N																					
cariño	M			N		1			ráhkisvuohta		N		s: láđisvuohta	s: gierisvuohta																		
cariñoso 	M,F			A		1			ráhkislaš		A		s: -buorre						Es muy cariñoso con los niños.	Son lea hui ráhkislaš mánáide.	Es muy cariñoso con los niños.	Son lea hui mánnábuorre.										
cariñoso 	M,F			A		2	Reivves		liegga		A								cariñosos saludos	liegga dearvuođat												
carne	F			N		1			biergu		N								carne de vaca	gusabiergu	carne de reno	bohccobiergu	carne de oveja	sávzzabiergu								
carne	F			N		2	Šaddu		šaddodeahkki		N																					
carne	F			N		3	Oskkaldat/Religión		oažži		N								la llamada de la carne	oačči hipmu												
carné 	M	v: carnet		N		1			goarta		N		v: koarta						carné de conducir	vuodjingoarta	carné de conducir	vuodjinlohpi										
carnet	M	v: carné		N		1			goarta		N		v: koarta						carnet de conducir	vuodjingoarta	carnet de conducir	vuodjinlohpi										
caro	M,F			A		1			divrras		A		s: árvvolaš	s: mávssolaš	s: haddái																	
carpín	M			N		1		carassius auratus	golleguolli		N																					
carrera	F			N		1			viehkan		N		s: gilvvohallan	s: gilvu					coche de carreras	gilvobiila 												
carrera de relevo	F			NLc		2			vuorroviehkan		N																					
carrera	F			N		3			gáhta		N		s: čoahkkebáikki geaidnu																			
carrera	F			N		4	Taxi		bálvalusgaska		N		s: mátkegaska																			
carrera	F			N		5	Oahpahat/Escuela		alla-oahppu		N								estudiar una carrera	lohkat alla-oahpus	estudiar una carrera	vázzit alla-oahpu										
carrera profesional	F	s: curriculum vitae		NLc		6			CV		N		s: olbmo bargo- ja oahppogelbbolašvuođat	s: olbmo gelbbolašvuođa oahppo- ja virgeráidalas																		
carrera delictiva	F			NLc		7			bahádahkkigeinnodat		N		s: bahádahkkikarriera																			
carretera	F			N		1			geaidnu		N		s: luodda	s: raŧŧi																		
carretera nacional	F			NLc		2			riikkageaidnu		N																					
carretera secundaria	F			NLc		3			fylkkageaidnu		N																					
carro	M			N		1	Eallifámuin		vovdna		N		s: skearrut																			
carro	M			N		2	Amerihkká/América		biila		N																					
carta	F			N		1			reive		N		v: reivve	s: breva																		
carta aérea	F			NLc		2			áibmopoasta		N		s: šleađgapoasta	s: áibmoreive																		
carta al director	F			NLc		3			lohkkiid bihttá		NLc																					
carta	F			N		4	Restoráŋggas		borramušfáláldat		N		s: borramušlistu	s: borramuš fálaldatlistu																		
carta	F			N		5	Eanadieđa/Geografía		kárta		N								carta de navegación	borjjastankárta	carta de navegación	mearrakárta										
carta	F	s: naipe		N		6			spealla		N		s: koarta						jugar a las cartas	speallat koarttaiguin												
cartera	F			N		1			ruhtabursa		N								Me han robado la cartera.	Sii leat suoládan mus ruhtaburssa.												
cartera	F			N		2	Amerihkká/América		nissonlávka		NLc																					
cartera	F			N		3	Oahpahat/Escuela		skuvllalávka		N		s: oahpahatlávka																			
cartera	F			N		4			áššebábirlávka		N																					
cartera	F			N		5	Figuratiiva/Figurado		ministtárvirgi		N																					
cartera de valores	F			NLc		6	Ekonomiija/Economía		árvobáhpárat		N	Saam: Pl																				
casa	F			N		1	Arkitektuvra/Arquitectura		dállu		N		s: viessu	s: visti	s: ruoktu																	
casa	F			N		2	Servodat/Sociedad		sogalaš 		N		s: fuolki	s: lávvi	s: láveš	s: nálli																
a casa				AdvLc		3			ruoktot		Adv		s: báikái	s: siidii																		
casa de campo	F			NLc		4			meahccedállu		N		s: geassedállu	s: geassebarta	s: asto-áiggi barta																	
como una casa	M/F			ALc		5			issoras		A		s: suorggahahtti						un robo como una casa	suorggahahtti suoládeapmi												
vino de la casa	M			NLc		6	Restoráŋŋas		dábálaš hálbbimus viidna		Pfs		s: dálu viidna																			
casado	M,F			A		1			náitaleapme		A		s: náitalan-																			
casar			1a	V		1			vihahit		V	TV	s: náitit						Casó a su hija con un anciano rico.	Son náittii iežas nieidda boares riggáin.												
casarse			1a	V	casar	2			náitalit		V	Prnl, IV							Juan se ha casado con Andrea.	Juan lea náitalan Andreain.	Se casó a los veintidós años.	Son náitalii guoktelogi guokte jahkásažžan.	Se casó a los veintidós años.	Son náitalii guokte goalmmátlot jahkásažžan.								
no casarse con nadie			1a	VLc	casar	3	Figuratiiva/Figurado		leat iešheanalis		Pfs	Prnl, IV	s: ii čuola ovttage beali	s: ii leat čadnon geasage					En el trabajo no se casa con nadie.	Barggus son lea iešheanalis.	En el trabajo no se casa con nadie.	Barggus son ii leat geange duohken.	En el trabajo no se casa con nadie.	Barggus son ii čuola ovtta ge beali.								
casar			1a	V		4			heivet oktii		VLc	RecV							Esas dos piezas casan bien.	Dát guokte bihtá heivejit bures oktii.												
casar			1a	V		5			muddet		V	TV	s: heivehit						Es imposible casar la ventana con el hueco de la pared.	Lea veadjemeahtun heivehit glása seaidnái.												
cascada	F			N		1			gorži		N																					
casero 	M,F			A		1			ruovttu dahkan		ALc								He comido un guiso casero.	Lean gazzan ruovttu dahkan mállása.	He comido un guiso casero.	Lean gazzan mállása, man ruovttus dahká.										
casero 	M,F			A		2	Olmmoš		ruovtturáhkis				s: ruovttugieris																			
casero 	M,F			A		3			árbevirolaš 		A								medicina casera	árbevirolaš dálkkas												
casero	M,F			N		1	Visti dahje ásodat		eaiggát		N		s: láigojeaddji	s: oamasteaddji																		
casero	M,F			N		2	Visti dahje ásodat		hálddašeaddji		N		s: jođiheaddji																			
casero	M,F			N		3			dálu-almmái		N																					
casero	M			N		4			dálo-isit		N																					
casera	F			N		5			dálo-nisson		N																					
casi				Adv		1			measta		Adv		s: masá	s: gosii					Ya casi hemos llegado.	Mii leat measta ollen.	Ya casi hemos llegado.											
casi				Adv		2			sulaid		Adv		s: sullii	s: sullalagaid					Ese coche es casi como el otro.	Dát biila lea nuppi biilla sullii.												
casi todos	M,F			ALc		3			measta buot		NLc	Saam: + Gen, Pl							casi todos los días	measta buot beivviid												
casi todos	M,F			ALc		4			measta juohke		NLc	Saam: + Gen, Sg							casi todos los días	measta juohke beaivvi												
casi todos	M,F			NLc		5			measta buohkat		NLc								Han venido casi todos a la reunión.	Measta buohkat leat boahtán čoahkkimii.												
caso 	M	s: asunto		N		1			ášši																							
el caso es que...			2w	VLc		2			ášši lea nu ahte... 		VLc	IV																				
caso 	M	s: suceso		N		3			dáhpáhus		N		s: dilálašvuohta																			
se da el caso de que... 			1r	VLc		4			ášši lea nu, ahte...		NLc		s: dilli lea nu, ahte…																			
caso 	M			N		5	Giella-oahppa/Gramática		kásus		N		s: sadjehápmi																			
hacer caso			2s	VLc		6			doahttalit		V	TV	s: jeagadit	s: guldalit					No haces caso de mis consejos.	Don it doahttal mu bagadusaid.	Hay que hacer caso al maestro.	Dat ferte jeagadit oahpaheaddji.										
en todo caso				AdvLc		7			juohke dáhpáhusas		AdvLc																					
castillo	M			N		1			šloahtta		N		s: ladni																			
castor	M,F			N		1		castoridae, castor fiber, castor canadensis	mádjet		N																					
catástrofe	F			N		1			roassu		N		s: sorbmi	s: stuorra vahát	s: jápmu																	
causa	F			N		1			sivva		N		s: sudja	s: ágga																		
causa	F			N		2	Juridihkka/Jurídico		ášši		N																					
a causa de 				AdvLc		3			geažil		Po								La carretera se cerró a causa de la nieve.	Geaidnu boatkanii muohttaga geažil.												
a causa de 				AdvLc		4				Loc									La enfermedad se produjo a causa de un tumor.	Dávda vulggii šattalmasas. 												
