WORD	GENDER	LEMMA SYNONYM	INFLECTION	WORD CLASS	BASIC FORM	TRANSLATION NUMBER	RESTRICTION	SCIENTIFIC NAME	SAAMI	SAAMI TRANSLATION CASE OR FORM	WORD CLASS	EXPLANATION	TRANSLATION SYNONYM1	TRANSLATION SYNONYM2	TRANSLATION SYNONYM3	TRANSLATION SYNONYM4	TRANSLATION SYNONIM 5	TRANSLATION SYNONIM 6	SPANISH_EX_1	SAAMI_EX_1	SPANISH_EX_2	SAAMI_EX_2	SPANISH_EX_3	SAAMI_EX_3	SPANISH_EX_4	SAAMI_EX_4	SPANISH_EX_5	SAAMI_EX_5	SPANISH_EX_6	SAAMI_EX_6	SPANISH_EX_7	SAAMI_EX_7
día	M			N		1			beaivi		N																					
día festivo	M			NLc		6			bassebeaivi		N																					
día laborable	M			NLc		7			árgabeaivi		N																					
día por medio		s: en días alternos		AdvLc		11	Amerihkká/América		juohke nuppi beaivvi		AdvLc																					
día y noche		s: constantemente		AdvLc		12			ijatbeaivvi		AdvLc		s: čađat	s: bissovaččat																		
diapositiva	F			N		1			diagovva		N		s: diapositiiva	s: čuovgagovva																		
diario	M,F			A		1			beaivválaš		A								Tienen un gasto diario de veinte euros.	Sis leat guoktelot eurosaš beaivválaš olggosgollu.												
diario	M			N		1			beaivegirji		N																					
diario	M	s: periódico		N		2			áviisa		N		s: ođaslasta	s: ođasdiehtu	s: ođasčálus																	
diario de a bordo	M			NLc		3			fanasbeaivegirji		N																					
diario hablado	M			NLc		4			ođđasat		N	Saam: Pl	s: radio-ođđasat																			
dibujo	M			N		1			sárgun		N		s: sárggus	s: tevnnet	s: govva	s: sárggosgovva																
dicha	F			N		1			lihkku		N		s: vuodna																			
dicho	M,F			A		1	Mii lea ovdal namuhuvvon		dat		Pfs								Dichos estudiantes harán un examen final.	Dát ovddeš namuhuvvon studeanttat áigot váldit loahppaeksámena.	Dichos problemas no tienen solución.	Dáin ovddeš namuhuvvon váttisvuođain ii leat čoavddus.										
dicho	M			N		1			dat mii lea daddjon		Pfs		s: dat mii lea muitaluvvon						Se arrepintió de lo dicho.	Son šállošii dan, maid lei ovdal sutnje dadjan.												
dicho	M			N		2			sátnevájas		N		s: sátnelásku	s: deaivilis ja heivvolaš dadjanvuohki																		
dictador	M,F			N		1			diktáhtor		N		s: bággoválderáđđejeaddji	s: oktoráđđejeaddji																		
dictadura	F			N		1			diktatuvra		N		s: bággováldevuogádat																			
diente de ajo	M			NLc		2			vilgeslávkkebihttá		N																					
diferencia	F			N		1			erohus		N		s: vealla						No hay diferencia.	Ii das leat vealla.												
diferencia	F			N		4	Matematihkka/Matemáticas		geassu		N		s: subtrakšuvdna																			
diferencias	F			N		3			sierramielalašvuohta		N	Span: Pl, Saam: Sg	s: veardni	s: guovtteoaivilvuohta	s: soabatmeahttunvuohta				Resolvieron sus diferencias dialogando.	Soai čovddiiga veartni háladettiin.												
difícil	M/F			A		1			váttis		A								El trabajo es difícil.	Bargu lea váttis.	un trabajo difícil	váttes bargu										
dificultad	F			N		1			váttisvuohta		N		s: buncarakkis																			
dificultades	F			N		2			váttis dilit		N	Pl	s: váttis áiggit	s: váttisvuođat	s: váddásat				El país está atravesando dificultades.	Riika lea vásiheamen váttis diliid.												
digestión	F			N		1			suolbmudeapmi		N		s: biebmosuddadeapmi																			
dinero	M			N		1			ruhta		N		s: ruhtabihttá																			
dinero	M	s: efectivo		N		2			ráđđi		N		s: neavva	s: ráva	s: bagadus				No tengo dinero para ese coche tan caro.	Mus ii leat ráđđi dakkár divrras biilii.												
dios	M,F			N		1			ipmil		N		s: Almmálaš áhčči	s: Buotveagalaš																		
dirección	F			N		1			čujuhus		N		s: báikečujuhus	s: orrunčujuhus	s: adreassa																	
dirección	F			N		8	Biila		stivren		N																					
dirección	F			N		9	Fitnodat, searvi		stivra		N																					
dirección	F			N		10			ráva		N		s: neavva	s: bagadus					Esa tesis tuvo una mala dirección.	Dán nákkosgirjjis lei heajos bagadus.												
dirección postal	F			NLc		4			boastačujuhus		N		s: boasta-adreassa																			
dirección única	F			NLc		6			ovttaguvllot vuodjin		NLc																					
directamente				Adv		1			njuolgga		Adv								El equipaje va directamente a su destino.	Mátkedávvirat mannet njuolgga du mearrebáikái.												
dirigir			3c	V		1			hovdet		V	TV	s: jođihit						dirigir un barco	hovdet fatnasačča												
dirigir			3c	V		2			vuodjelit		V	TV	s: vuojehit	s: jođihit					dirigir la manada	jođihit ealu												
dirigir			3c	V		3			hovdet		V	TV	s: hálddašit	s: stivret					dirigir un asunto	hovdet ášši												
dirigir			3c	V		4			bagadallat		V	TV	s: njulgedaddat						dirigir una tesis doctoral	bagadallat nákkosgirjji												
dirigir			3c	V		5			sirdit		V	TV							dirigir la mirada	sirdit čalmmiid												
dirigirse			3c	V	dirigir	6			vuodjit		V	Prnl, IV, + a, hacia	s: mannat						Dirígete a la derecha.	Vuoje olgešguvlui.	Me dirijo a mi casa (conduciendo).	Vuoján ruoktot.										
dirigirse			3c	V	dirigir	7			sáddet jearaldaga		VLc	Prnl, IV, + a	s: gulaskuddat	s: gulahallat					Luego nos dirigimos a información.	Maŋŋá mii sáddet jearaldaga diehtojuohkinbáikái.												
disco				N		1	Oppalaš/General, Musihkka/Música		pláhta		N		s: skearru	s: skierru																		
disco				N		2	Valáštallan/Deporte		skearru		N		s: skearrobálkesteapmi																			
disco				N		5	Anatomiija/Anatomía		jorrilađas		N		s: lađasgeavri	s: gaskalađas																		
disco compacto		s: CD		NLc		3			CD		N																					
disco duro				NLc		4	Dihtor		garradiska		N																					
discutir			3a	V		1			digáštallat		V	TV	s: ságastallat	s: humadit	s: háladit	s: sártnodit	s: nákkáhallat		discutir un asunto	digáštallat áššis												
discutir			3a	V		2			riidalit		V	IV, RecV	s: nágget	s: gižžudit																		
diseñar			1a	V		1			plánet		V	TV	s: tevdnet						diseñar un edificio	plánet viesu												
diseñar			1a	V		2			sárgut		V	TV	s: tevdnet						diseñar el plano de un edificio	sárgut viessoplána												
diseñar			1a	V		3			ávnnastit		V	TV	s: hábmet						Tenemos que diseñar un plan perfecto.	Mii fertet hábmet olles plána.												
disfrazar			1f	V		2	Figuratiiva/Figurado		garvit		V	TV	s: mohkastit	s: gávvet					disfrazar la verdad	garvit duohtavuođa	disfrazar la verdad	mohkastit duohtavuođas										
disfrazar			1f	V		3			molsut		V	TV	s: rievdadit	s: nuppástuhttit	s: muhttit				disfrazar la voz	molsut jiena												
disfrazar			1f	V		4			čiehkat		V	TV	s: davkat	s: maskeret					disfrazar un crimen de suicidio	čiehkat rihkkuma dego iešsoardin												
disfrazarse			1f	V	disfrazar	1			gárvodit hápmabiktasiin		VLc	Prnl, IV							En Carnaval la gente se disfraza.	Karneválas olbmot gárvodit hápmabiktasiin.												
disminución	F			N		1			unnideapmi		N		s: uhcideapmi	s: geahpedeapmi	s: vuolideapmi																	
disminuir			3g	V		1			unnidit		V	TV	s: uhcidit	s: vuolidit	s: njeaidit				El ministerio va a disminuir los impuestos.	Departameanta boahtá unnidit vearuid.												
disminuir			3g	V		2			geahppánit		V	IV	s: uhccut	s: uhccánit	s: unnut	s: unnánit																
disminuir			3g	V		3			vátnut		V	IV							Con la sequía ha disminuido el agua para el consumo doméstico.	Goikkádat áiggiin lea ruovttu juhkančáhci vátnon.												
disparar al aire			1a	VLc		9			báhčit váruhanskuohta		VLc	TV	s: dieđihit																			
dispuesto	M,F			A		1			heivehuvvon		A		s: muddejuvvon						La habitación está dispuesta de cara a la luz.	Latnja lea heivehuvvon čuvgii.												
dispuesto	M,F			A		2			ráhkkanahttojuvvon		A		s: ráhkkanan	s: gárvanan	s: gárvvistuvvon	s: gárvvis	s: gearggus		Todo está dispuesto para la fiesta.	Buot lea ráhkkanahttojuvvon riemuide.	Estoy dispuesto a echarte una mano.	Mun lean gearggus du veahkehit.	¿Estás dispuesta para el trabajo?	Leat go don ráhkkanan bargui?								
distinguir			3d	V		1			earuhit		V	TV	s: rátkit	s: sirret					Hay que distinguir esos dos conceptos.	Ferte earuhit dien guovtti doahpaga.												
distinguir			3d	V		2			gudnejahttit		V	TV							El gobierno lo distinguió como colaborador especial.	Eiseváldi gudnejahtii su sierramielbargin.												
distinguirse			3d	V	distinguir	3			leat mihtilmas (juoga mas)		Pfs	Prnl, IV							Pedro se distingue por su sinceridad.	Pedro lea mihtilmas vuoiggalašvuođas.												
distinto	M,F	s: diferente		A		1			iešguđetgelágán		A		s: máŋggalágan	s: sierralágán					En esa región hay distintos idiomas.	Dan guovllus gávdnojit iešguđetgelágán gielat.												
distinto	M,F			A		2			earálágán		A		s: nuppelágan						El color de su piel es distinto.	Su náhkke-ivdni lea earálágán.												
distinto		s: de distinto modo		Adv		5			nuppeláhkai		Adv								Pedro conduce muy rápido; María conduce distinto.	Pedro vuodjá hui johtilit, Maria fas nuppeláhkai.												
distinto				Adv		6			earaláhkái		Adv								Lo hago distinto (que tú).	Mun dan dagan earáláhkái go don.												
distraer			2p	V		1			guoimmuhit		V	TV	s: servvostallat	s: hávskkuhit	s: suohtastahttit				Le distrae con un cuento.	Son guoimmuha sutnje muitalusain.												
distraer			2p	V		2			heađuštit		V	TV	s: gaskkalduhttit	s: eastadit					No me distraigas, que tengo prisa.	Ale heađoš mu, go mus lea hoahppu.												
distraer		s: robar, coger	2p	V		3	Ruhta		jávkadit		V	TV	s: suoládit	s: gavistit					El presidente de la asociación distrajo dinero de la caja.	Searvvi jođiheaddji jávkadii ruđa kássas.												
distraer		s: robar, coger	2p	V		4	Ealli		luottahuhttit		V	TV							Biera distrajo un ternero.	Biera luottahuhtii miesi.												
distraerse			2p	V	distraer	5			golahit áiggi		VLc	Prnl, ReflV	s: seatnat						Te distraes haciendo crucigramas.	Don golahat áiggi sátneruvttohasaid deavdimin.												
distribución	F			N		1			juohkin		N		s: juogadeapmi	s: juohkašupmi																		
distribución	F			N		2	Filbma, girji, Etc		láigoheapmi		N																					
distribuir			3g	V		1			juohkit		V	TV																				
distribuir			3g	V		2	Filbma, girji, Etc		láiguhit		V	TV																				
distribuirse			3g	V	distribuir	3			juohkásit		V	Prnl, ReflV							Podéis distribuiros en grupos.	Dii sáhttibehtet juohkásit joavkkuide.												
divertido	M,F			A		1			suohtas		A		s: somá																			
divertido	M,F			A		2	Olmmoš		hávski		A		s: hearvái																			
divertir			3i	V		1			hávskkuhit		V	TV	s: guoimmuhit	s: suohtastahttit					El programa divierte a la audiencia.	TV-prográmma guoimmuha gehččiid.												
divertirse			3i	V	divertir	2			suohtastallat		V	Prnl, IV	s: illodit	s: hávskkohallat					Nos divertimos viendo la tele.	Mii suohtastallat TVa geahčadettiin.												
dividir			3a	V		1			juohkit		V	TV	s: smávvet																			
dividir			3a	V		2	Eahpedárkilit		háddjet		V	TV	s: biđget																			
dividir			3a	V		3	Guovtti oassái		guovttálduhttit		V	TV																				
dividir			3a	V		4	Matematihkka/Matemáticas		juogadit		V	TV																				
dividirse			3a	V	dividir	5			juohkásit		V	Imp, 3per	s: suorgánit						El río se divide en dos brazos.	Johka juohkása.												
dividirse			3a	V	dividir	6			sierranit		V	Prnl, IV							Se dividieron en tres grupos.	Sii sierranedje golmma jovkui.												
divorciar			1b	V		1			earuhit		V	TV							El juez los divorciará mañana.	Duopmár earuha sudno ihttin.												
divorciar			1b	V		2	Figuratiiva/Figurado		sirret		V	TV	s: rátkit	s: čuoldit					Esa política ha divorciado a ricos y pobres.	Dát politihka lea sirren riggáid ja gefiid.												
divorciarse			1b	V	divorciar	3			earránit		V	Prnl, IV							Se divorciaron después de diez años de casados.	Soai earráneigga logi jagi náitaleami maŋŋil.												
divorcio	M			N		1			náittusearru		N		s: earráneapmi																			
divorcio	M			N		2	Figuratiiva/Figurado		earru		N								Hay un divorcio entre los políticos y la ciudadanía.	Gávdno earru politihkariid ja guovllu ássiid gaskka.												
doblar un recodo			1a	VLc		2			gávvet		V	IV	s: mohkastit																			
doble dirección	F			NLc		7			guovtteguvllot vuodjin		NLc																					
doctrina	F			N		1			ideologiija		N		s: doktrina	s: oahppocealkka					Su doctrina política es el liberalismo.	Su politihkalaš ideologiija lea liberalisma.												
documento	M			N		1			áššebábir		N		s: dokumeanta																			
documento de identidad	M	s: carnet de identidad		NLc		2			identitehtaduođaštus		N		s: persuvdnaduođaštus	s: legitimašuvdna																		
dolor	M			N		1			bávččas		N		s: gihpu	s: boalddáhat																		
dolor	M			N		2	Bistevaš		searggahat		N		s: luttohat	s: leasmi																		
dolor	M			N		3	Morálalaš		gáhtamuš		N		s: sáŋardeapmi																			
dolor de cabeza	M			NLc		4			oaivebávččas		N		s: oaiveluttohat	s: oaivegaikkohat																		
dolores de parto	M			NLc		5			ávttat		N	UseNor: Pl	s: boalddáhagat																			
don	M	s: regalo		N		1			attáldat		N		s: skeaŋka																			
donación	F			N		1			juolludeapmi		N								El estado ha hecho una donación de un millón de euros a proyectos de desarrollo.	Stáhta lea addán miljovnna euro ruhtajuolludeami ovdánahttin prošeavttaide.												
donación	F			N		2			attáldat		N		s: skeaŋka																			
donador	M,F	s: donante		N		1			vuođđudeaddji		N		s: juolludeaddji																			
donador	M,F			N		2			skeŋkejeaddji		N		s: addi																			
donante	M/F	s: donador		N		1			vuođđudeaddji		N		s: juolludeaddji																			
donante	M/F			N		2			addi		N		s: skeŋkejeaddji						donante de sangre	varra-addi												
donar			1a	V		1			addit		V		s: geiget						donar sangre	addit vara												
donde				Adv		1	Stáhtalaš/Estático		gos		Adv	Rel							Esta es la ciudad donde vivo.	Dát lea gávpot gos mun orun.												
donde				Adv		3	Dynámalaš/Dinámico		gosa		Adv	Rel							Encontró el coche donde lo había dejado.	Son gávnnai biila gosa lei dan guođđán.												
dónde				Interr		1	Stáhtalaš/Estático		gos		Interr								¿Dónde estás?	Gos don leat?												
dónde				Interr		3	Dynámalaš/Dinámico		gosa		Interr								¿Dónde aparcaste el coche?	Gosa (don) guđđet biilla?												
dorado	M,F			A		1			gollehan		A		s: gollái	s: golle-ivnnat																		
dorar			1a	V		1			gollehit		V	TV	s: gollet	s: čábbudit																		
dorar			1a	V		2	Biergu…		bassit		V	TV	s: boaldit	s: buollit	s: guosmudit				dorar la carne al horno	boaldit bierggu ommanis												
dorarse			1a	V	dorar	3	Láibi		guosmut		V	Prnl, IV							El pan se doró al horno.	Láibi guosmmui ommanis.												
dormir			3k	V		1			oađđit		V	IV																				
dormir			3k	V		2			nohkkadit		V	TV							dormir a un niño	nohkkadit máná	Le durmieron con anestesia.	Su nohkkadedje anestesiijain.										
dormirse			3k	V	dormir	3			nohkkat		V	Prnl, IV	s: oađđát						Se duerme enseguida.	Son nohkká dakkaviđe.												
dormirse			3k	V	dormir	4	Figuratiiva/Figurado		jápmásit		V	Imp, 3per, WObjPron							Se me ha dormido la pierna.	Mu juolgi lea jápmásan.												
dos				Num		1			guokte		Num																					
dos				Num		2			nubbi		Num	Saam: Ord							dos de mayo	miessemánu nuppi beaivi												
droga	F			N		1	Doavttiroahppu/Medicina		dálkkasávnnas		N																					
droga	F			N		2			gárrenávnnas		N		s: narkotihkka																			
drogadicto	M,F			N		1			narko geavaheaddji		NLc		s: narkomána																			
ducha	F			N		1			riššu		N		s: basadanriššu																			
duchar			1a	V		1			bassat riššočázis		VLc	TV							Duchamos al niño.	Mii bassat mánáža riššočázis.												
ducharse			1a	V	duchar	2			basadit riššočázis		VLc	IV, ReflV	s: rišuhit čázi goruda vuostá						Te duchas.	Don basadat riššočázis.												
dueño	M,F			N		1			isit		N		s: báike-isit																			
dueño	M,F			N		2			oamasteaddji		N		s: eaiggát																			
dulce	M/F			A		1			njálggat		A																					
dulce	M/F			A		2	Figuratiiva/Figurado		liekkus		A																					
dulce	M/F			A		3	Figuratiiva/Figurado		čuoddjil		A								un canto muy dulce	čuoddjilis luohti												
dulce	M			N		1			njálggis		N		s: njálggus						En el cumpleaños sirvieron dulces.	Riegádanbeaivvi guossohedje njálgosiid.												
duque	M			N		1			herttot		N																					
duquesa	F			N		1			herttoga eamit		NLc																					
durante				Pr		1				Loc									Terminaré el informe durante la próxima semana.	Mun gearggan raporttain boahtte vahkus.	Durante mucho tiempo no supimos nada de él.	Guhkes áiggis mii eat diehtán sus.										
durante				Pr		2				Gen									Trabajó durante horas.	Son barggai diimma.												
durante				Pr		3				Adv									Duerme durante el día.	Son oađđá beaivet.												
durar			1a	V		1			bistit		V	IV	s: ádjánit	s: bindit	s: juoksut				El concierto duró tres horas.	Konsearta bisttii golbma diimma.												
durar			1a	V		2			riibat		V	IV							La carne dura poco fuera del congelador.	Biergu riibá unnánaš áiggi galmmihanskáhpa olggobealde.												
durar			1a	V		3			bissut ceaggut		VLc	IV							Durante la guerra, el edifició duró mucho tiempo en pie.	Soađi áigge visti bisui ceaggut.												
duro				A		1			garas		A								huevo duro	garra manni	un trabajo duro	garra bargu	un clima duro	garra dálki	una vida dura	garra eallin						
duro		s: pesado		A		2			lossat		A								un duro viaje	lossa mátki												
e		v: y		CC		1	Geavahuvvo go čuovvovaš sátni álgá fonehtálaš vokálain /i/		ja		CC								padres e hijos	váhnemat ja mánát	sabiduría e ignorancia	viisodat ja diehtemeahttunvuohta										
echar			1a	V		1			bálkestit		V	TV	s: šlivget	s: bállahastalit					echar algo al mar	bálkestit juoidá merrii												
echar			1a	V		2			suhppet		V	TV	v: suohpput						echar la red	suhppet fierpmi												
echar			1a	V		3			fierrut		V	TV							echar azúcar	fierrut sohkkara												
echar			1a	V		4			addit		V	TV	s: geiget						Te han echado un litro de cerveza.	Sii leat addán dutnje lihttera vuollaga.												
echar a andar			1a	VLc		12			vázzigoahtit		V	IV	s: álgit vázzit	s: doaibmagoahtit	s: álgit doaibmat																	
echar chispas			1a	VLc		2	Literála/Literal		gargit		V	IV	s: garggistit																			
echar chispas			1a	VLc		3	Figuratiiva/Figurado		suhttat		V	IV	s: eaddut	s: duldet																		
echar de menos			1a	VLc		6			áibbašit		V	TV	s: áŋggašit	s: beaidadit	s: ohcalit																	
echar en falta			1a	VLc		3			váillahit		V	TV							Echo en falta a los amigos.	Váillahan ustibiid.												
echar en falta			1a	VLc		7			váillahit		V	TV	s: ohcalit																			
echar flores			1a	VLc		5			cealkit smáđáhkisvuođaid		VLc	TV	s: smádáhkkástallat																			
echar la culpa		s: culpar	1a	VLc		2			sivahallat		V	TV	s: navdit sivalažžan	s: áššáskuhttit					Me echó la culpa de haber robado su dinero.	Son sivahalai mu suoládan iežas ruđaid.												
echar la red			1a	VLc		11			fierbmudit		V	TV																				
echar un discurso			1a	VLc		8			sárdnidit		V	TV																				
echar un piropo		s: piropear	1a	VLc		2			dadjat smáđáhkisvuođa		VLc	TV	s: njálgganjuokčamastit	s: njálggistit																		
echar una mirada		s: echar un vistazo	1a	VLc		5			vilppastit		V	TV	s: vilššástit																			
echarse			1a	V	echar	9			veallánit		V	Prnl, ReflV	s: velledit	s: nohkkat																		
echarse a dormir			1a	VLc	echar	10	Figuratiiva/Figurado		láikošit		V	Prnl, ReflV	s: maŋidit (barggu)	s: dodjalit																		
echarse a reír			1a	VLc		4			boagustišgoahtit		V	Prnl, IV																				
echarse atrás			1a	VLc	echar	8	Figuratiiva/Figurado		geassádit		V	Prnl, ReflV							Habían decidido comprar la casa, pero se echaron atrás.	Soai leigga mearridan oastit viesu, muhto de geassádeaba.												
echarse encima			1a	VLc		4	Figuratiiva/Figurado		birastahttit		V	Prnl, UseTV, + de							La policía se echó encima de los delincuentes.	Boles birastahtii láhkarihkkuid.												
echarse encima			1a	VLc		5	Figuratiiva/Figurado, Áigi/Tiempo		boahtit fáhkkestaga		VLc	Imp, 3per	s: iđistit	s: guivásit	s: goaikkehit				La Navidad se me ha echado encima.	Juovllat leat boahtán fáhkkestaga munnje.												
edad	F			N		1			ahki		N																					
edad	F			N		2	Historiija/Historia		-áigi		N								Edad Media	Gaska-áigi												
edad avanzada	F			NLc		3			eallilanahki		N																					
Edad de(l) Hierro	F			NLc		5			Ruovdeáigi		N																					
edad fértil	F			NLc		2	Nisu		áhpehis ahki		NLc																					
edad fértil	F			NLc		3	Nisu ja njiŋŋelas ealli		sahkkui		N																					
edad fértil	F			NLc		4	Varris ealli		dihto áigodat goas varris eallis sáhttá leat ragatáiggit		Pfs																					
edición	F			N		1			deaddileapmi		N		s: preanttus	s: prentehus	s: almmuhančálus				La primera edición de ese libro es la más completa.	Vuosttaš girjedeaddileapmi lea buot dievaslaččamus.												
edición	F			N		3			preantalohku		N		s: deaddilanlohku						La primera edición fue de 3000 ejemplares.	Vuosttaš deaddilanlogus ledje 3000 máŋgosa.												
edición	F			N		4			ávvudeapmi		N								la tercera edición del Grand Prix	Grand Priksa goalmmát ávvudeapmi.												
edición príncipe	F			NLc		2			vuosttaš deaddileapmi		NLc																					
edificio	M			N		1			visti		N		s: huksehus																			
edificio	M			N		2			ráhkadus		N																					
editar			1a	V		1			hábmet		V	TV																				
editar			1a	V		2			almmuhit		V	TV	s: almmustahttit						editar un libro	almmuhit girjji	editar un periódico	almmuhit aviissa	editar un mapa	almmuhit kártta								
educación	F			N		1			bajásgeassin		N		s: oahpahus	s: máhttáhus																		
educación	F			N		2			buorremenolašvuohta		N																					
educar			1g	V		1			oahpahit		V	TV	s: bajásgeassit	s: bagadit	s: njulget				A un perro hay que educarlo de pequeñito.	Beatnaga ferte oahpahit juo unnin.	educar en buenos principios	oahpahit buriid bajásgeassima										
educar			1g	V		2			skuvlet		V	TV	s: čuvget	s: njulgedit	s: máhttáhit																	
educar el gusto			1g	VLc		3			čuvgehit		V	TV																				
efecto	M			N		1			váikkuheapmi		N								efecto invernadero	šaddovistti váikkuheapmi												
efecto	M			N		3			váikkuhus		N								El medicamento hace mucho efecto.	Dálkasis lea stuorra váikkuhus.												
efecto	M	s: artículo		N		5	Gávppašeapmi/Comercio		gálvu		N		s: dávvir																			
efecto invernadero	M			NLc		2			šaddovistti váikkuhus		NLc																					
efecto retroactivo	M			NLc		2			máhccevašvuohta		N																					
efectos (especiales)	M			NLc		6	Filbma/Cine		goansttat		N	UseNor: Pl	s: juonat																			
ejemplo	M			N		1			ovdamearka		N																					
ejemplo	M			N		3			ovdagovva		N		s: jiellat						Ese maestro es un ejemplo para los niños.	Dát oahpaheaddji lea mánáid ovdagovva.												
ejercer			2b	V		1			bargat		V	TV, Saam: + Ess	s: doaimmahit						ejercer la medicina	bargat doavttirin												
ejercer			2b	V		3			doaibmat		V	IV							Es médico, pero no ejerce.	Son lea doavttir, muhto ii doaimma šat.												
ejercer			2b	V		4			bargat		V	IV, + de, + como, Saam: + Ess	s: hommát						ejercer de maestro	bargat oahpaheaddjin												
ejercer influencia		s: ejercer presión	2b	VLc		2			váikkuhit		V	TV							Ejercieron presión sobre el tribunal.	Sii váikkuhedje duopmostuolu.												
ejercicio	M			N		1			hárjehallan		N								La bicicleta es un excelente ejercicio.	Sihkkel lea erenoamáš buorre hárjehallan.												
ejercicio	M			N		3			bargobihttá		N		s: hárjehallanbihttá						un ejercicio de gramática	giellaoahpalaš bargobihttá												
ejercicio	M			N		4			bargu		Pfs		s: doaimmahus						Dedicó su vida al ejercicio de la medicina.	Son barggai olles eallima doavttirin.												
ejército	M			N		1			stuorebuš soahteveahka		NLc		s: armea																			
ejército	M			N		2	Figuratiiva/Figurado		searvvi stuorra joavku		Pfs		s: miellačájeheaddjiid joavku						Un ejército de manifestantes invadió las calles.	Miellačájeheaddjiid joavku devddii gáhtaid.												
ejército del aire	M			NLc		5			áibmosuodjalus		N		s: áibmofámut	s: áibmovárjalus																		
el	M			Art Det		1				Jorgalkeahtes morfema		Sg							El coche	biila												
él	M			Pron, Sg3		1			son		Pron, Nom, Sg3																					
el caso es que...			2w	VLc		2			ášši lea nu ahte...		VLc	IV																				
el día antes		s: el día anterior		AdvLc		8	Cealkaga áigi/En expresión temporal		beaivvi ovdal		AdvLc								No murió el 31 de marzo, sino el día antes.	Son ii jápmán njukčamánu 31., muhto beaivvi ovdal.												
el día de mañana		s: el futuro		NLc		13			boahtte-áigi		N																					
el fin justifica los medios				Lc		3			cealkka mii heive dillái, go politihkálaš ulbmil lea buot deháleamos		Pfs																					
el Hijo de Dios	M	s: Jesucristo		NLc		7	Oskkoldat/Religión		Ipmila Bárdni		NLc		s: Jesus Kristus																			
el Hijo del Hombre	M	s: Jesucristo		NLc		8	Oskkoldat/Religión		Jesus Kristus		N																					
el Hijo Pródigo	M			NLc		6	Oskkoldat/Religión		Skievttardeaddji Bárdni		NLc																					
el mío	M,F			PronLc, Posse, Det, Sg1		2			mu		Pron, A, Gen, Sg1								Ese libro es el mío.	Dát lea mu girji.												
el peor, la peor	M/F			A		2			vearrámus		A	Superl							El viernes fue el peor día de mi vida.	Bearjadat lei mu eallima vearrámus beaivi.												
el resto	M			N, ALc		2			sátnja		N	+ de + N	s: rámsu	s: reasta					Se llevó el resto de la ropa.	Son válddii bivttassánjaid.												
el resto	M			N, ALc		3			eará		A	+ de + N							el resto de Europa	eará Eurohpa riikkat												
elección	F			N		1			válga		N		s: válljejupmi																			
elecciones	F			N		2	Politihkka/Política		válggat		N	UseNor: Pl	s: válljejumit						elecciones municipales	gieldda válggat	elecciones municipales	suohkana válljejumit	elecciones generales	Stuoradikki válggat	elecciones al Parlamento Sami	Sámedikki válggat						
electrónico	M,F			A		1			elektronálaš		A		s: šleađggalaš																			
elegante	M/F			A		1	Oppalaš/General		hámálaš		A		s: čáppis																			
elegante	M/F			A		2	Bivttas		hámálaš		A		s: čoalčái																			
elegante	M/F			A		3	Dahku		njuovžil		A		s: oktilaš	s: jotkkolaš																		
elegante	M/F			A		4	Rupmašii guoskevaš		šođbat		A								una persona elegante	šođbes olmmoš												
elegir			3c, 3l	V		1			válljet		V	TV							Eligieron viajar a París.	Sii válljejedje mátkkoštit Parisii.												
elevar			1a	V		1			loktet		V	TV	s: bajidit	s: lasihit					elevar una carga	lasihit guorpmi												
elevar			1a	V		2	Figuratiiva/Figurado		doalvut		V	TV	s: fievrridit	s: bajidit					elevar un asunto a la presidencia	doalvut ášši presidentta váldegoddái												
elevarse			1a	V	elevar	3			badjánit		V	Prnl, IV	s: loktanit						En los últimos cien años, el nivel del mar se ha elevado diez centímetros.	Maŋimus čuođi jagiin lea mearradási allodat badjánan logi centimehteriin.												
ella	F			Pron, Sg3		2			son		Pron, Nom, Sg3																					
ellos	M,F			Pron, Pl3		2			sii		Pron, Nom, Pl3																					
ellos (dos)	M,F			Pron, Pl3		1			soai		Pron, Nom, Du3																					
embarcación (de pesca)	F	s: barco (de pesca)		NLc		3			guollefanas		N																					
embargo	M			N		1	Ruhta, opmodagat		duogušteapmi		N		s: duoguštus																			
embargo	M			N		2	Gávpi		gávpehehttehus		N		s: gávpecaggan	s: blokáda																		
emborrachar			1a	V		1			jugahit		V	TV	s: oaivvahuhttit	s: gárihuhttit					Emborrachó a Martín y luego le robó todo el dinero.	Son jugahii Martina ja dasto suoládii buot su ruđa.												
emborracharse			1a	V	emborrachar	2			juhkaluvvat		V	Prnl, ReflV	s: gárihuvvat	s: oaivvahuvvat	s: suovvaluvvat				Toman cerveza, pero no se emborrachan.	Sii juhket vuola, muhto eai juhkaluva.												
emborracharse			1a	V	emborrachar	3	Figuratiiva/Figurado		čevllohallat		V	Prnl, IV	s: čeavlástallat	s: šaddat čeavlájin					Se emborrachó de éxito.	Son čevllohalai lihkustuvvamis.												
embustero	M,F	s: mentiroso		A		1	Olmmoš		gielisteaddji		N, A		s: dájoheaddji	s: fillejeaddji																		
emigrar			1a	V		1			fárret		V	IV	s: johtit	s: sirdit					Sus padres emigraban todos los años a Francia para la cosecha.	Su váhnenguovttos fárriiga juohke jagi Frankriikii, vai beassaba bargat šattuiguin.												
empanada	F			N		1			piroga		N		s: meastta	s: measttu																		
